hA,hB,bankA,bankB,shA,shB,turn,to_move,value
4,4,2,2,0,2,7,0,0.039800
4,4,2,2,0,3,7,0,0.000000
4,4,2,2,0,4,7,0,0.000000
4,4,2,2,1,0,6,1,-0.213754
4,4,2,2,2,0,6,1,0.000007
4,4,2,2,3,0,6,1,0.091357
4,4,2,3,0,0,5,0,0.152819
4,4,2,3,0,0,6,1,-0.946054
4,4,2,3,0,0,7,0,0.238800
4,4,2,3,0,1,7,0,0.119400
4,4,2,3,0,2,7,0,0.039800
4,4,2,3,0,3,7,0,0.000000
4,4,2,3,1,0,6,1,-0.824449
4,4,2,3,2,0,6,1,-0.130308
4,4,2,3,3,0,6,1,0.000209
4,4,2,4,0,0,7,0,0.238800
4,4,2,4,0,1,7,0,0.119400
4,4,2,4,0,2,7,0,0.843285
4,4,3,0,0,0,6,1,0.074041
4,4,3,0,0,0,7,0,0.331667
4,4,3,0,0,1,7,0,0.199000
4,4,3,0,0,2,7,0,0.099500
4,4,3,0,0,3,7,0,0.033167
4,4,3,0,0,4,7,0,0.000000
4,4,3,0,0,5,7,0,0.000000
4,4,3,0,0,6,7,0,0.000000
4,4,3,0,1,0,6,1,0.068180
4,4,3,0,2,0,6,1,0.137993
4,4,3,1,0,0,6,1,-0.892010
4,4,3,1,0,0,7,0,0.331667
4,4,3,1,0,1,7,0,0.199000
4,4,3,1,0,2,7,0,0.099500
4,4,3,1,0,3,7,0,0.033167
4,4,3,1,0,4,7,0,0.000000
4,4,3,1,0,5,7,0,0.000000
4,4,3,1,1,0,6,1,0.000236
4,4,3,1,2,0,6,1,0.000051
4,4,3,2,0,0,6,1,-0.799728
4,4,3,2,0,0,7,0,0.331667
4,4,3,2,0,1,7,0,0.199000
4,4,3,2,0,2,7,0,0.099500
4,4,3,2,0,3,7,0,0.033167
4,4,3,2,0,4,7,0,0.000000
4,4,3,2,1,0,6,1,-0.797989
4,4,3,2,2,0,6,1,0.092423
4,4,3,3,0,0,6,1,-0.812134
4,4,3,3,0,0,7,0,0.331667
4,4,3,3,0,1,7,0,0.199000
4,4,3,3,0,2,7,0,0.099500
4,4,3,3,0,3,7,0,0.033167
4,4,3,3,1,0,6,1,-0.302402
4,4,3,3,2,0,6,1,-0.811809
4,4,3,4,0,0,7,0,0.331667
4,4,3,4,0,1,7,0,0.199000
4,4,3,4,0,2,7,0,0.099500
4,4,4,0,0,0,6,1,0.312452
4,4,4,0,0,1,7,0,0.861173
4,4,4,0,0,2,7,0,0.312410
4,4,4,0,0,3,7,0,0.085286
4,4,4,0,0,4,7,0,0.028429
4,4,4,0,0,5,7,0,0.000000
4,4,4,0,0,6,7,0,0.000000
4,4,4,0,1,0,6,1,0.291394
4,4,4,1,0,0,6,1,-0.519585
4,4,4,1,0,0,7,0,0.953663
4,4,4,1,0,1,7,0,0.456645
4,4,4,1,0,2,7,0,0.170571
4,4,4,1,0,3,7,0,0.085286
4,4,4,1,0,4,7,0,0.197701
4,4,4,1,0,5,7,0,0.000000
4,4,4,1,1,0,6,1,0.186155
4,4,4,2,0,0,6,1,-0.796596
4,4,4,2,0,0,7,0,0.564316
4,4,4,2,0,1,7,0,0.284286
4,4,4,2,0,2,7,0,0.170571
4,4,4,2,0,3,7,0,0.438344
4,4,4,2,0,4,7,0,0.545610
4,4,4,2,1,0,6,1,-0.793163
4,4,4,3,0,0,6,1,-0.402000
4,4,4,3,0,0,7,0,0.426429
4,4,4,3,0,1,7,0,0.284286
4,4,4,3,0,2,7,0,0.567168
4,4,4,3,0,3,7,0,0.947867
4,4,4,3,1,0,6,1,-0.945709
4,4,4,4,0,0,7,0,0.426429
4,4,4,4,0,1,7,0,0.626179
4,4,4,4,0,2,7,0,0.952285
4,5,0,0,0,0,3,0,0.367790
4,5,0,0,0,0,5,0,0.080132
4,5,0,0,0,0,6,1,0.000000
4,5,0,0,0,0,7,0,0.000000
4,5,0,0,0,1,5,0,0.000341
4,5,0,0,0,1,7,0,0.000000
4,5,0,0,0,2,5,0,0.024831
4,5,0,0,0,2,7,0,0.000000
4,5,0,0,0,3,5,0,0.100265
4,5,0,0,0,3,7,0,0.000000
4,5,0,0,0,4,7,0,0.000000
4,5,0,0,0,5,7,0,0.000000
4,5,0,0,0,6,7,0,0.000000
4,5,0,0,1,0,6,1,0.000000
4,5,0,0,2,0,4,1,-0.167242
4,5,0,0,2,0,6,1,0.000000
4,5,0,0,3,0,4,1,-0.033449
4,5,0,0,3,0,6,1,0.000000
4,5,0,0,4,0,6,1,0.000000
4,5,0,0,5,0,6,1,0.000000
4,5,0,0,6,0,6,1,0.000000
4,5,0,1,0,0,5,0,-0.331372
4,5,0,1,0,0,7,0,0.000000
4,5,0,1,0,1,5,0,-0.066122
4,5,0,1,0,1,7,0,0.000000
4,5,0,1,0,2,5,0,-0.015098
4,5,0,1,0,2,7,0,0.000000
4,5,0,1,0,3,7,0,0.000000
4,5,0,1,0,4,7,0,0.000000
4,5,0,1,0,5,7,0,0.000000
4,5,0,1,1,0,6,1,0.000000
4,5,0,1,2,0,6,1,0.000000
4,5,0,1,3,0,4,1,-0.120799
4,5,0,1,3,0,6,1,0.000000
4,5,0,1,4,0,6,1,0.000000
4,5,0,1,5,0,6,1,0.000000
4,5,0,1,6,0,6,1,0.000000
4,5,0,2,0,0,5,0,-0.340228
4,5,0,2,0,0,7,0,0.000000
4,5,0,2,0,1,5,0,-0.242409
4,5,0,2,0,1,7,0,0.000000
4,5,0,2,0,2,7,0,0.000000
4,5,0,2,0,3,7,0,0.000000
4,5,0,2,0,4,7,0,0.000000
4,5,0,2,2,0,6,1,0.000000
4,5,0,2,3,0,6,1,0.000000
4,5,0,2,4,0,6,1,0.000000
4,5,0,2,5,0,6,1,0.000000
4,5,0,2,6,0,6,1,0.000000
4,5,0,3,0,0,5,0,-0.747103
4,5,0,3,0,0,7,0,0.000000
4,5,0,3,0,1,7,0,0.000000
4,5,0,3,0,2,7,0,0.000000
4,5,0,3,0,3,7,0,0.000000
4,5,0,3,3,0,6,1,0.000000
4,5,0,3,4,0,6,1,0.000000
4,5,0,3,5,0,6,1,0.000000
4,5,0,3,6,0,6,1,0.000000
4,5,0,4,0,0,7,0,0.000000
4,5,0,4,0,1,7,0,0.000000
4,5,0,4,0,2,7,0,0.000000
4,5,1,0,0,0,5,0,0.580316
4,5,1,0,0,0,6,1,0.024828
4,5,1,0,0,0,7,0,0.049750
4,5,1,0,0,1,3,0,0.197901
4,5,1,0,0,1,5,0,0.172957
4,5,1,0,0,1,7,0,0.000000
4,5,1,0,0,2,5,0,0.060804
4,5,1,0,0,2,7,0,0.000000
4,5,1,0,0,3,5,0,0.135343
4,5,1,0,0,3,7,0,0.000000
4,5,1,0,0,4,7,0,0.000000
4,5,1,0,0,5,7,0,0.000000
4,5,1,0,0,6,7,0,0.000000
4,5,1,0,1,0,4,1,-0.011633
4,5,1,0,1,0,6,1,0.000281
4,5,1,0,2,0,4,1,0.139007
4,5,1,0,2,0,6,1,0.000282
4,5,1,0,3,0,6,1,0.002069
4,5,1,0,4,0,6,1,0.000334
4,5,1,0,5,0,6,1,0.006789
4,5,1,1,0,0,3,0,0.198996
4,5,1,1,0,0,5,0,-0.058665
4,5,1,1,0,0,6,1,-0.363494
4,5,1,1,0,0,7,0,0.049750
4,5,1,1,0,1,5,0,-0.000232
4,5,1,1,0,1,7,0,0.000000
4,5,1,1,0,2,5,0,-0.016383
4,5,1,1,0,2,7,0,0.000000
4,5,1,1,0,3,7,0,0.000000
4,5,1,1,0,4,7,0,0.000000
4,5,1,1,0,5,7,0,0.000000
4,5,1,1,1,0,6,1,0.005975
4,5,1,1,2,0,4,1,-0.055700
4,5,1,1,2,0,6,1,0.000004
4,5,1,1,3,0,6,1,0.000001
4,5,1,1,4,0,6,1,0.000001
4,5,1,1,5,0,6,1,0.000009
4,5,1,2,0,0,5,0,-0.093014
4,5,1,2,0,0,7,0,0.049750
4,5,1,2,0,1,5,0,-0.110758
4,5,1,2,0,1,7,0,0.000000
4,5,1,2,0,2,7,0,0.000000
4,5,1,2,0,3,7,0,0.000000
4,5,1,2,0,4,7,0,0.000000
4,5,1,2,1,0,6,1,-0.747896
4,5,1,2,2,0,6,1,0.211985
4,5,1,2,3,0,6,1,0.000072
4,5,1,2,4,0,6,1,0.000002
4,5,1,2,5,0,6,1,0.000001
4,5,1,3,0,0,5,0,-0.413165
4,5,1,3,0,0,7,0,0.049750
4,5,1,3,0,1,7,0,0.000000
4,5,1,3,0,2,7,0,0.000000
4,5,1,3,0,3,7,0,0.000000
4,5,1,3,2,0,6,1,-0.432060
4,5,1,3,3,0,6,1,0.471631
4,5,1,3,4,0,6,1,0.126844
4,5,1,3,5,0,6,1,0.000004
4,5,1,4,0,0,7,0,0.049750
4,5,1,4,0,1,7,0,0.000000
4,5,1,4,0,2,7,0,0.000000
4,5,2,0,0,0,4,1,0.068467
4,5,2,0,0,0,5,0,0.973046
4,5,2,0,0,0,6,1,0.000490
4,5,2,0,0,0,7,0,0.119400
4,5,2,0,0,1,5,0,0.781310
4,5,2,0,0,1,7,0,0.039800
4,5,2,0,0,2,5,0,0.091373
4,5,2,0,0,2,7,0,0.000000
4,5,2,0,0,3,5,0,0.057707
4,5,2,0,0,3,7,0,0.000000
4,5,2,0,0,4,7,0,0.000000
4,5,2,0,0,5,7,0,0.000000
4,5,2,0,0,6,7,0,0.000000
4,5,2,0,1,0,4,1,0.137775
4,5,2,0,1,0,6,1,0.000493
4,5,2,0,2,0,6,1,0.003512
4,5,2,0,3,0,6,1,0.000567
4,5,2,0,4,0,6,1,0.031981
4,5,2,1,0,0,5,0,0.892172
4,5,2,1,0,0,6,1,-0.124522
4,5,2,1,0,0,7,0,0.119400
4,5,2,1,0,1,5,0,-0.446403
4,5,2,1,0,1,7,0,0.039800
4,5,2,1,0,2,5,0,-0.235147
4,5,2,1,0,2,7,0,0.000000
4,5,2,1,0,3,7,0,0.000000
4,5,2,1,0,4,7,0,0.000000
4,5,2,1,0,5,7,0,0.000000
4,5,2,1,1,0,4,1,0.045835
4,5,2,1,1,0,6,1,0.000005
4,5,2,1,2,0,6,1,0.000002
4,5,2,1,3,0,6,1,0.000001
4,5,2,1,4,0,6,1,0.000017
4,5,2,2,0,0,5,0,-0.013913
4,5,2,2,0,0,6,1,-0.978473
4,5,2,2,0,0,7,0,0.119400
4,5,2,2,0,1,5,0,-0.398485
4,5,2,2,0,1,7,0,0.039800
4,5,2,2,0,2,7,0,0.000000
4,5,2,2,0,3,7,0,0.000000
4,5,2,2,0,4,7,0,0.000000
4,5,2,2,1,0,6,1,-0.221072
4,5,2,2,2,0,6,1,0.000093
4,5,2,2,3,0,6,1,0.000004
4,5,2,2,4,0,6,1,0.000002
4,5,2,3,0,0,5,0,-0.103266
4,5,2,3,0,0,7,0,0.119400
4,5,2,3,0,1,7,0,0.039800
4,5,2,3,0,2,7,0,0.000000
4,5,2,3,0,3,7,0,0.000000
4,5,2,3,1,0,6,1,-0.916212
4,5,2,3,2,0,6,1,-0.057278
4,5,2,3,3,0,6,1,0.173522
4,5,2,3,4,0,6,1,0.000008
4,5,2,4,0,0,7,0,0.119400
4,5,2,4,0,1,7,0,0.221704
4,5,2,4,0,2,7,0,0.000000
4,5,3,0,0,0,4,1,0.731186
4,5,3,0,0,0,6,1,0.000594
4,5,3,0,0,0,7,0,0.199000
4,5,3,0,0,1,5,0,0.987645
4,5,3,0,0,1,7,0,0.099500
4,5,3,0,0,2,5,0,0.850447
4,5,3,0,0,2,7,0,0.033167
4,5,3,0,0,3,5,0,0.262054
4,5,3,0,0,3,7,0,0.000000
4,5,3,0,0,4,7,0,0.000000
4,5,3,0,0,5,7,0,0.000000
4,5,3,0,0,6,7,0,0.000000
4,5,3,0,1,0,6,1,0.004451
4,5,3,0,2,0,6,1,0.027469
4,5,3,0,3,0,6,1,0.066942
4,5,3,1,0,0,4,1,0.058888
4,5,3,1,0,0,5,0,0.938587
4,5,3,1,0,0,6,1,-0.434655
4,5,3,1,0,0,7,0,0.199000
4,5,3,1,0,1,5,0,0.683770
4,5,3,1,0,1,7,0,0.099500
4,5,3,1,0,2,5,0,-0.021034
4,5,3,1,0,2,7,0,0.033167
4,5,3,1,0,3,7,0,0.000000
4,5,3,1,0,4,7,0,0.000000
4,5,3,1,0,5,7,0,0.000000
4,5,3,1,1,0,6,1,0.000002
4,5,3,1,2,0,6,1,0.000002
4,5,3,1,3,0,6,1,0.000022
4,5,3,2,0,0,5,0,0.757410
4,5,3,2,0,0,6,1,-0.319887
4,5,3,2,0,0,7,0,0.199000
4,5,3,2,0,1,5,0,-0.023690
4,5,3,2,0,1,7,0,0.099500
4,5,3,2,0,2,7,0,0.033167
4,5,3,2,0,3,7,0,0.000000
4,5,3,2,0,4,7,0,0.000000
4,5,3,2,1,0,6,1,-0.183419
4,5,3,2,2,0,6,1,0.000005
4,5,3,2,3,0,6,1,0.000002
4,5,3,3,0,0,5,0,0.029364
4,5,3,3,0,0,6,1,-0.944853
4,5,3,3,0,0,7,0,0.199000
4,5,3,3,0,1,7,0,0.099500
4,5,3,3,0,2,7,0,0.329871
4,5,3,3,0,3,7,0,0.000000
4,5,3,3,1,0,6,1,-0.630745
4,5,3,3,2,0,6,1,-0.012418
4,5,3,3,3,0,6,1,0.000011
4,5,3,4,0,0,7,0,0.199000
4,5,3,4,0,1,7,0,0.461356
4,5,3,4,0,2,7,0,0.969857
4,5,4,0,0,0,6,1,0.062832
4,5,4,0,0,0,7,0,0.665430
4,5,4,0,0,1,7,0,0.398223
4,5,4,0,0,2,7,0,0.085286
4,5,4,0,0,3,7,0,0.028429
4,5,4,0,0,4,7,0,0.000000
4,5,4,0,0,5,7,0,0.000000
4,5,4,0,0,6,7,0,0.000000
4,5,4,0,1,0,6,1,0.069246
4,5,4,0,2,0,6,1,0.283243
4,5,4,1,0,0,6,1,-0.321156
4,5,4,1,0,0,7,0,0.480537
4,5,4,1,0,1,7,0,0.170571
4,5,4,1,0,2,7,0,0.085286
4,5,4,1,0,3,7,0,0.028429
4,5,4,1,0,4,7,0,0.000000
4,5,4,1,0,5,7,0,0.000000
4,5,4,1,1,0,6,1,0.000004
4,5,4,1,2,0,6,1,0.000027
4,5,4,2,0,0,6,1,-0.117513
4,5,4,2,0,0,7,0,0.284286
4,5,4,2,0,1,7,0,0.170571
4,5,4,2,0,2,7,0,0.085286
4,5,4,2,0,3,7,0,0.266317
4,5,4,2,0,4,7,0,0.000000
4,5,4,2,1,0,6,1,-0.925051
4,5,4,2,2,0,6,1,0.000004
4,5,4,3,0,0,6,1,-0.642194
4,5,4,3,0,0,7,0,0.284286
4,5,4,3,0,1,7,0,0.170571
4,5,4,3,0,2,7,0,0.522909
4,5,4,3,0,3,7,0,0.741372
4,5,4,3,1,0,6,1,-0.516913
4,5,4,3,2,0,6,1,-0.199318
4,5,4,4,0,0,7,0,0.284286
4,5,4,4,0,1,7,0,0.567168
4,5,4,4,0,2,7,0,0.973731
5,1,0,0,0,0,6,1,0.596463
5,1,0,0,0,3,7,0,0.481003
5,1,0,0,0,4,7,0,0.000000
5,1,0,0,0,5,7,0,0.000000
5,1,0,0,0,6,7,0,0.000000
5,1,0,0,0,7,7,0,0.000000
5,1,0,1,0,0,6,1,0.000001
5,1,0,1,0,2,7,0,0.889788
5,1,0,1,0,3,7,0,0.303092
5,1,0,1,0,4,7,0,0.000000
5,1,0,1,0,5,7,0,0.000000
5,1,0,1,0,6,7,0,0.000000
5,1,0,1,1,0,6,1,0.049141
5,1,0,2,0,0,6,1,-0.994989
5,1,0,2,0,1,7,0,0.992990
5,1,0,2,0,2,7,0,0.675400
5,1,0,2,0,3,7,0,0.066333
5,1,0,2,0,4,7,0,0.000000
5,1,0,2,0,5,7,0,0.000000
5,1,0,2,1,0,6,1,0.497915
5,1,0,2,2,0,6,1,0.508914
5,1,0,3,0,0,6,1,-0.994998
5,1,0,3,0,0,7,0,0.993884
5,1,0,3,0,1,7,0,0.771252
5,1,0,3,0,2,7,0,0.199000
5,1,0,3,0,3,7,0,0.066333
5,1,0,3,0,4,7,0,0.000000
5,1,0,3,1,0,6,1,-0.994956
5,1,0,3,2,0,6,1,0.335587
5,1,0,4,0,0,6,1,-0.853391
5,1,0,4,0,0,7,0,0.870696
5,1,0,4,0,1,7,0,0.398000
5,1,0,4,0,2,7,0,0.199000
5,1,0,4,0,3,7,0,0.762110
5,1,0,4,1,0,6,1,-0.994996
5,1,0,4,2,0,6,1,-0.994992
5,1,1,0,0,4,7,0,0.413650
5,1,1,0,0,5,7,0,0.000000
5,1,1,0,0,6,7,0,0.000000
5,1,1,0,0,7,7,0,0.000000
5,1,1,1,0,0,6,1,0.432658
5,1,1,1,0,3,7,0,0.869150
5,1,1,1,0,4,7,0,0.049750
5,1,1,1,0,5,7,0,0.000000
5,1,1,1,0,6,7,0,0.000000
5,1,1,2,0,0,6,1,-0.478870
5,1,1,2,0,2,7,0,0.994697
5,1,1,2,0,3,7,0,0.149250
5,1,1,2,0,4,7,0,0.049750
5,1,1,2,0,5,7,0,0.000000
5,1,1,2,1,0,6,1,0.688864
5,1,1,3,0,0,6,1,-0.994978
5,1,1,3,0,1,7,0,0.994784
5,1,1,3,0,2,7,0,0.298500
5,1,1,3,0,3,7,0,0.149250
5,1,1,3,0,4,7,0,0.504613
5,1,1,3,1,0,6,1,0.077540
5,1,1,4,0,0,6,1,-0.994997
5,1,1,4,0,0,7,0,0.994892
5,1,1,4,0,1,7,0,0.497500
5,1,1,4,0,2,7,0,0.298500
5,1,1,4,0,3,7,0,0.825564
5,1,1,4,1,0,6,1,-0.994999
5,1,2,0,0,5,7,0,0.219258
5,1,2,0,0,6,7,0,0.000000
5,1,2,0,0,7,7,0,0.000000
5,1,2,1,0,4,7,0,0.536519
5,1,2,1,0,5,7,0,0.241739
5,1,2,1,0,6,7,0,0.000000
5,1,2,2,0,0,6,1,-0.304657
5,1,2,2,0,3,7,0,0.830527
5,1,2,2,0,4,7,0,0.576733
5,1,2,2,0,5,7,0,0.039800
5,1,2,3,0,0,6,1,-0.585602
5,1,2,3,0,2,7,0,0.980026
5,1,2,3,0,3,7,0,0.856496
5,1,2,3,0,4,7,0,0.119400
5,1,2,4,0,0,6,1,-0.994999
5,1,2,4,0,1,7,0,0.985017
5,1,2,4,0,2,7,0,0.930018
5,1,2,4,0,3,7,0,0.238800
5,2,0,0,0,0,6,1,0.000771
5,2,0,0,0,0,7,0,0.994860
5,2,0,0,0,1,7,0,0.994726
5,2,0,0,0,2,7,0,0.066333
5,2,0,0,0,3,7,0,0.000000
5,2,0,0,0,4,5,0,0.384339
5,2,0,0,0,4,7,0,0.000000
5,2,0,0,0,5,7,0,0.000000
5,2,0,0,0,6,7,0,0.000000
5,2,0,0,0,7,7,0,0.000000
5,2,0,0,1,0,6,1,0.000437
5,2,0,0,2,0,6,1,0.001280
5,2,0,0,3,0,6,1,0.001280
5,2,0,1,0,0,6,1,0.000001
5,2,0,1,0,0,7,0,0.994795
5,2,0,1,0,1,7,0,0.199000
5,2,0,1,0,2,7,0,0.066333
5,2,0,1,0,3,5,0,0.296235
5,2,0,1,0,3,7,0,0.000000
5,2,0,1,0,4,7,0,0.000000
5,2,0,1,0,5,7,0,0.000000
5,2,0,1,0,6,7,0,0.000000
5,2,0,1,1,0,6,1,0.000001
5,2,0,1,2,0,6,1,0.001747
5,2,0,1,3,0,6,1,0.002933
5,2,0,2,0,0,4,1,0.109369
5,2,0,2,0,0,6,1,-0.994994
5,2,0,2,0,0,7,0,0.398000
5,2,0,2,0,1,7,0,0.199000
5,2,0,2,0,2,5,0,0.077699
5,2,0,2,0,2,7,0,0.066333
5,2,0,2,0,3,7,0,0.000000
5,2,0,2,0,4,7,0,0.000000
5,2,0,2,0,5,7,0,0.000000
5,2,0,2,1,0,6,1,0.000006
5,2,0,2,2,0,6,1,0.000017
5,2,0,2,3,0,6,1,0.329053
5,2,0,3,0,0,6,1,-0.601541
5,2,0,3,0,0,7,0,0.398000
5,2,0,3,0,1,5,0,0.083740
5,2,0,3,0,1,7,0,0.199000
5,2,0,3,0,2,7,0,0.066333
5,2,0,3,0,3,7,0,0.000000
5,2,0,3,0,4,7,0,0.000000
5,2,0,3,1,0,6,1,-0.994951
5,2,0,3,2,0,6,1,0.000041
5,2,0,3,3,0,6,1,0.000031
5,2,0,4,0,0,5,0,0.141343
5,2,0,4,0,0,6,1,-0.905920
5,2,0,4,0,0,7,0,0.398000
5,2,0,4,0,1,7,0,0.199000
5,2,0,4,0,2,7,0,0.194534
5,2,0,4,0,3,7,0,0.000000
5,2,0,4,1,0,6,1,-0.890784
5,2,0,4,2,0,6,1,-0.994989
5,2,0,4,3,0,6,1,0.000051
5,2,1,0,0,0,6,1,0.570376
5,2,1,0,0,1,7,0,0.994140
5,2,1,0,0,2,7,0,0.993487
5,2,1,0,0,3,7,0,0.392097
5,2,1,0,0,4,7,0,0.000000
5,2,1,0,0,5,7,0,0.000000
5,2,1,0,0,6,7,0,0.000000
5,2,1,0,0,7,7,0,0.000000
5,2,1,0,1,0,6,1,0.980555
5,2,1,0,2,0,6,1,0.980555
5,2,1,1,0,0,6,1,0.000004
5,2,1,1,0,0,7,0,0.994386
5,2,1,1,0,1,7,0,0.993754
5,2,1,1,0,2,7,0,0.796383
5,2,1,1,0,3,7,0,0.049750
5,2,1,1,0,4,7,0,0.000000
5,2,1,1,0,5,7,0,0.000000
5,2,1,1,0,6,7,0,0.000000
5,2,1,1,1,0,6,1,0.003706
5,2,1,1,2,0,6,1,0.003708
5,2,1,2,0,0,6,1,-0.189408
5,2,1,2,0,0,7,0,0.994110
5,2,1,2,0,1,7,0,0.990713
5,2,1,2,0,2,7,0,0.149250
5,2,1,2,0,3,7,0,0.049750
5,2,1,2,0,4,7,0,0.000000
5,2,1,2,0,5,7,0,0.000000
5,2,1,2,1,0,6,1,0.007259
5,2,1,2,2,0,6,1,0.329061
5,2,1,3,0,0,6,1,-0.994954
5,2,1,3,0,0,7,0,0.991938
5,2,1,3,0,1,7,0,0.298500
5,2,1,3,0,2,7,0,0.149250
5,2,1,3,0,3,7,0,0.052533
5,2,1,3,0,4,7,0,0.000000
5,2,1,3,1,0,6,1,-0.279724
5,2,1,3,2,0,6,1,0.000031
5,2,1,4,0,0,6,1,-0.969969
5,2,1,4,0,0,7,0,0.497500
5,2,1,4,0,1,7,0,0.298500
5,2,1,4,0,2,7,0,0.151740
5,2,1,4,0,3,7,0,0.850911
5,2,1,4,1,0,6,1,-0.994997
5,2,1,4,2,0,6,1,-0.274859
5,2,2,0,0,0,6,1,0.988189
5,2,2,0,0,2,7,0,0.993852
5,2,2,0,0,3,7,0,0.993154
5,2,2,0,0,4,7,0,0.216014
5,2,2,0,0,5,7,0,0.000000
5,2,2,0,0,6,7,0,0.000000
5,2,2,0,0,7,7,0,0.000000
5,2,2,0,1,0,6,1,0.988189
5,2,2,1,0,0,6,1,0.348592
5,2,2,1,0,1,7,0,0.994094
5,2,2,1,0,2,7,0,0.993405
5,2,2,1,0,3,7,0,0.527678
5,2,2,1,0,4,7,0,0.039800
5,2,2,1,0,5,7,0,0.000000
5,2,2,1,0,6,7,0,0.000000
5,2,2,1,1,0,6,1,0.988023
5,2,2,2,0,0,6,1,-0.381011
5,2,2,2,0,0,7,0,0.994396
5,2,2,2,0,1,7,0,0.993741
5,2,2,2,0,2,7,0,0.803080
5,2,2,2,0,3,7,0,0.119400
5,2,2,2,0,4,7,0,0.327883
5,2,2,2,0,5,7,0,0.000000
5,2,2,2,1,0,6,1,0.329122
5,2,2,3,0,0,6,1,-0.518835
5,2,2,3,0,0,7,0,0.994161
5,2,2,3,0,1,7,0,0.936830
5,2,2,3,0,2,7,0,0.238800
5,2,2,3,0,3,7,0,0.697379
5,2,2,3,0,4,7,0,0.519366
5,2,2,3,1,0,6,1,-0.000030
5,2,2,4,0,0,6,1,-0.994999
5,2,2,4,0,0,7,0,0.956220
5,2,2,4,0,1,7,0,0.398000
5,2,2,4,0,2,7,0,0.898450
5,2,2,4,0,3,7,0,0.829953
5,2,2,4,1,0,6,1,-0.274861
5,2,3,0,0,0,6,1,0.989738
5,2,3,0,0,3,7,0,0.994712
5,2,3,0,0,4,7,0,0.994675
5,2,3,0,0,5,7,0,0.033167
5,2,3,0,0,6,7,0,0.000000
5,2,3,0,0,7,7,0,0.000000
5,2,3,1,0,0,6,1,0.989703
5,2,3,1,0,2,7,0,0.994760
5,2,3,1,0,3,7,0,0.994711
5,2,3,1,0,4,7,0,0.099500
5,2,3,1,0,5,7,0,0.533657
5,2,3,1,0,6,7,0,0.000000
5,2,3,2,0,0,6,1,-0.353408
5,2,3,2,0,1,7,0,0.994820
5,2,3,2,0,2,7,0,0.994760
5,2,3,2,0,3,7,0,0.199000
5,2,3,2,0,4,7,0,0.772920
5,2,3,2,0,5,7,0,0.938426
5,2,3,3,0,0,6,1,-0.000028
5,2,3,3,0,0,7,0,0.994880
5,2,3,3,0,1,7,0,0.994820
5,2,3,3,0,2,7,0,0.331667
5,2,3,3,0,3,7,0,0.943976
5,2,3,3,0,4,7,0,0.988235
5,2,3,4,0,0,6,1,-0.274857
5,2,3,4,0,0,7,0,0.994880
5,2,3,4,0,1,7,0,0.497500
5,2,3,4,0,2,7,0,0.957899
5,2,3,4,0,3,7,0,0.988987
5,3,0,0,0,0,6,1,0.001022
5,3,0,0,0,0,7,0,0.986448
5,3,0,0,0,1,7,0,0.066333
5,3,0,0,0,2,7,0,0.000000
5,3,0,0,0,3,5,0,0.317846
5,3,0,0,0,3,7,0,0.000000
5,3,0,0,0,4,5,0,0.518297
5,3,0,0,0,4,7,0,0.000000
5,3,0,0,0,5,7,0,0.000000
5,3,0,0,0,6,7,0,0.000000
5,3,0,0,0,7,7,0,0.000000
5,3,0,0,1,0,6,1,0.000045
5,3,0,0,2,0,6,1,0.010714
5,3,0,0,3,0,6,1,0.026285
5,3,0,0,4,0,6,1,0.017442
5,3,0,1,0,0,4,1,-0.010077
5,3,0,1,0,0,6,1,0.000000
5,3,0,1,0,0,7,0,0.199000
5,3,0,1,0,1,7,0,0.066333
5,3,0,1,0,2,5,0,0.116117
5,3,0,1,0,2,7,0,0.000000
5,3,0,1,0,3,5,0,0.094377
5,3,0,1,0,3,7,0,0.000000
5,3,0,1,0,4,7,0,0.000000
5,3,0,1,0,5,7,0,0.000000
5,3,0,1,0,6,7,0,0.000000
5,3,0,1,1,0,6,1,0.000001
5,3,0,1,2,0,6,1,0.000000
5,3,0,1,3,0,6,1,0.000391
5,3,0,1,4,0,6,1,0.001526
5,3,0,2,0,0,4,1,-0.016757
5,3,0,2,0,0,6,1,-0.283033
5,3,0,2,0,0,7,0,0.199000
5,3,0,2,0,1,5,0,-0.029260
5,3,0,2,0,1,7,0,0.066333
5,3,0,2,0,2,5,0,-0.035620
5,3,0,2,0,2,7,0,0.000000
5,3,0,2,0,3,7,0,0.000000
5,3,0,2,0,4,7,0,0.000000
5,3,0,2,0,5,7,0,0.000000
5,3,0,2,1,0,4,1,-0.075982
5,3,0,2,1,0,6,1,0.000002
5,3,0,2,2,0,6,1,0.000003
5,3,0,2,3,0,6,1,0.000005
5,3,0,2,4,0,6,1,0.117470
5,3,0,3,0,0,5,0,-0.011174
5,3,0,3,0,0,6,1,-0.634595
5,3,0,3,0,0,7,0,0.199000
5,3,0,3,0,1,5,0,-0.051407
5,3,0,3,0,1,7,0,0.066333
5,3,0,3,0,2,7,0,0.000000
5,3,0,3,0,3,7,0,0.000000
5,3,0,3,0,4,7,0,0.000000
5,3,0,3,1,0,6,1,-0.994471
5,3,0,3,2,0,6,1,0.000008
5,3,0,3,3,0,6,1,0.000025
5,3,0,3,4,0,6,1,0.000036
5,3,0,4,0,0,5,0,-0.192466
